age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,default_yes,housing_yes,loan_yes,contact_telephone,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_nonexistent,poutcome_success,real,previsto,probabilidade
-0.4799610235576101,4.129360377917995,0.1950269203579446,-0.3485981181073334,0.8398879098599563,1.5348627821617036,-0.2787158460611257,0.7177511613637738,0.845259117806304,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0,0,0.02
-0.9582840738283184,-0.2028791911108398,-5.127871903199322,1.6571349841556469,-0.7509698745234656,1.0758151745438915,0.6502101809843652,-1.5773063988884246,-2.8082176080544645,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,1,1,0.71
-0.2886318034493268,0.1581407729748964,0.1950269203579446,1.6571349841556469,-1.1964100541508238,-1.1780050342863684,-1.2292448039681416,-1.3676174049296397,-0.9365877541635982,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,0,0.17
-0.8626194637741768,-0.2028791911108398,0.1950269203579446,-0.3485981181073334,-1.1964100541508238,-1.1780050342863684,-1.2292448039681416,-1.3549438943057568,-0.9365877541635982,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0,0,0.2
-0.8626194637741768,-0.2028791911108398,0.1950269203579446,-0.3485981181073334,0.8398879098599563,-0.2271207042209165,0.9526512130456876,0.7753580278359679,0.845259117806304,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,0.0
1.146337347362798,0.5191607370606327,0.1950269203579446,-0.3485981181073334,0.8398879098599563,1.5348627821617036,-0.2787158460611257,0.7724776845123578,0.845259117806304,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0.03
0.7636789071462314,-0.5638991551965761,0.1950269203579446,-0.3485981181073334,-1.1964100541508238,-1.1780050342863684,-1.2292448039681416,-1.3641609929413077,-0.9365877541635982,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0,0.18
0.5723496870379481,-0.5638991551965761,0.1950269203579446,1.6571349841556469,-1.1964100541508238,-1.1780050342863684,-1.2292448039681416,-1.315771225104665,-0.9365877541635982,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0,0.04
-0.4799610235576101,-0.5638991551965761,0.1950269203579446,-0.3485981181073334,-1.1964100541508238,-1.1780050342863684,-1.2292448039681416,-1.3359336283699328,-0.9365877541635982,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,0,0.13
1.720325007687648,1.6022206293178416,0.1950269203579446,-0.3485981181073334,0.8398879098599563,-0.2271207042209165,0.9526512130456876,0.7753580278359679,0.845259117806304,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0.13
-0.1929671933951851,0.1581407729748964,0.1950269203579446,-0.3485981181073334,-1.1964100541508238,-1.1780050342863684,-1.2292448039681416,-1.3641609929413077,-0.9365877541635982,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0,0.04
-0.4799610235576101,-0.2028791911108398,0.1950269203579446,-0.3485981181073334,0.8398879098599563,1.5348627821617036,-0.2787158460611257,0.7770862338301332,0.845259117806304,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0.17
-0.1929671933951851,-0.2028791911108398,0.1950269203579446,-0.3485981181073334,0.8398879098599563,-0.2271207042209165,0.9526512130456876,0.7747819591712457,0.845259117806304,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0.0
-0.0016379732869018,-0.5638991551965761,0.1950269203579446,-0.3485981181073334,-0.1146267607700968,-0.6482019683515321,-0.3219217077841724,0.2321252770031806,0.399106761491357,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.03
-0.8626194637741768,-0.5638991551965761,0.1950269203579446,-0.3485981181073334,-0.1146267607700968,-0.6482019683515321,-0.3219217077841724,0.3300569500059099,0.399106761491357,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0,0,0.01
-0.0973025833410434,-0.5638991551965761,0.1950269203579446,-0.3485981181073334,0.6489849757339458,0.7220378829587458,0.8878424204611192,0.7125665433812767,0.3328054825343348,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0,0.0
-0.8626194637741768,1.241200665232105,0.1950269203579446,-0.3485981181073334,-1.1964100541508238,-1.1780050342863684,-1.2292448039681416,-1.3405421776877082,-0.9365877541635982,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0,0,0.21
